id,hanzi,simplified,pinyin,enUS,esES,exampleCN,examplePinyin,exampleES,hsk,tags
c003d104e223,最後,最后,zuìhòu,final; last,final; último,最後，他還是決定不去留學了。,"Zuìhòu, tā háishì juédìng bú qù liúxué le.","Finalmente, decidió no ir a estudiar al extranjero.",0,Book3_Lesson10
d104e205f234,考試,考试,kǎoshì,exam; take a test,examen,明天有一場數學考試。,Míngtiān yǒu yì chǎng shùxué kǎoshì.,Mañana hay un examen de matemáticas.,0,Book3_Lesson10
e205f306a245,考卷,考卷,kǎojuàn,test paper; test booklet,examen escrito,請把考卷交上來。,Qǐng bǎ kǎojuàn jiāo shànglái.,"Por favor, entreguen las hojas del examen.",0,Book3_Lesson10
f306a407b256,還,还,huán,return; give back,devolver,這本書我還沒看完。,Zhè běn shū wǒ hái méi kàn wán.,Aún no he terminado de leer este libro.,0,Book3_Lesson10
0707b508c267,仔細,仔细,zǐxì,careful; meticulous,cuidadoso; detallado,做題的時候要仔細一點。,Zuò tí de shíhòu yào zǐxì yìdiǎn.,Sé un poco más cuidadoso al hacer los ejercicios.,0,Book3_Lesson10
1818c609d278,緊張,紧张,jǐnzhāng,tense; nervous,nervioso,面試前我感到非常緊張。,Miànshì qián wǒ gǎndào fēicháng jǐnzhāng.,Me sentía muy nervioso antes de la entrevista.,0,Book3_Lesson10
2929d70ae289,用功,用功,yònggōng,hard-working; diligent,aplicado; trabajador,只要你用功學習，一定能考出好成績。,"Zhǐyào nǐ yònggōng xuéxí, yídìng néng kǎo chū hǎo chéngjī.","Mientras estudies con dedicación, sin duda sacarás buenas notas.",0,Book3_Lesson10
3a3ae81bf29a,聽力,听力,tīnglì,listening comprehension,comprensión auditiva,我的聽力比口語好。,Wǒ de tīnglì bǐ kǒuyǔ hǎo.,Mi comprensión auditiva es mejor que mi expresión oral.,0,Book3_Lesson10
4b4bf92c0aab,能力,能力,nénglì,ability; capability,capacidad,他的辦事能力很強。,Tā de bànshì nénglì hěn qiáng.,Su capacidad para resolver asuntos es muy fuerte.,0,Book3_Lesson10
5c5c0a3d1bbc,漢字,汉字,hànzì,Chinese characters,caracteres chinos,漢字雖然難寫，但是很有趣。,"Hànzì suīrán nán xiě, dànshì hěn yǒuqù.","Aunque los caracteres chinos son difíciles de escribir, son muy interesantes.",0,Book3_Lesson10
6d6d1b4e2ccd,流利,流利,liúlì,fluent,fluido,他能說一口流利的英語。,Tā néng shuō yì kǒu liúlì de Yīngyǔ.,Él puede hablar un inglés fluido.,0,Book3_Lesson10
7e7e2c5f3dde,更,更,gèng,even more; further,más,今天比昨天更冷。,Jīntiān bǐ zuótiān gèng lěng.,Hoy hace aún más frío que ayer.,0,Book3_Lesson10
8f8f3d6g4eef,句子,句子,jùzi,sentence,frase,請用這個詞造一個句子。,Qǐng yòng zhège cí zào yígè jùzi.,"Por favor, haz una oración usando esta palabra.",0,Book3_Lesson10
9090477h5ff0,作業,作业,zuòyè,homework,deberes,你做完作業了嗎？,Nǐ zuò wán zuòyè le ma?,¿Has terminado los deberes?,0,Book3_Lesson10
a1a1588i6g01,聲調,声调,shēngdiào,tone,tono,漢語的有四個聲調。,Hànyǔ de yǒu sì gè shēngdiào.,El chino tiene cuatro tonos.,0,Book3_Lesson10
b2b2699j7h12,正確,正确,zhèngquè,accurate; correct,correcto,你的回答非常正確。,Nǐ de huídá fēicháng zhèngquè.,Tu respuesta es muy correcta.,0,Book3_Lesson10
c3c37aak8i23,成績,成绩,chéngjī,grades; results,notas,他這次考試的成績很好。,Tā zhè cì kǎoshì de chéngjī hěn hǎo.,Su nota en este examen fue muy buena.,0,Book3_Lesson10
d4d48bbl9j34,學習,学习,xuéxí,learn; study,aprender; estudiar,學習是一輩子的事情。,Xuéxí shì yíbèizi de shìqíng.,Aprender es algo de toda la vida.,0,Book3_Lesson10
e5e59ccm0k45,不但,不但,búdàn,not only…,no solo…,他不不但會說漢語，還會說法語。,"Tā bú dàn huì shuō Hànyǔ, hái huì shuō Fǎyǔ.","Él no solo sabe hablar chino, sino que también sabe hablar francés.",0,Book3_Lesson10
f6f6addn1l56,而且,而且,érqiě,but also…,sino también…,這件衣服不但漂亮，而且很便宜。,"Zhè jiàn yīfú búdàn piàoliang, érqiě hěn piányí.","Esta ropa no solo es bonita, sino que además es muy barata.",0,Book3_Lesson10
0707beeo2m67,努力,努力,nǔlì,work hard; make effort,esforzarse,只要努力學習，就能取得好成績。,"Zhǐyào nǔlì xuéxí, jiù néng qǔdé hǎo chéngjī.","Siempre que estudies con esfuerzo, podrás obtener buenas notas.",0,Book3_Lesson10
1818cffp3n78,同意,同意,tóngyì,agree,estar de acuerdo,我同意你的看法。,Wǒ tóngyì nǐ de kànfǎ.,Estoy de acuerdo con tu punto de vista.,0,Book3_Lesson10
2929d0gq4o89,想法,想法,xiǎngfǎ,idea; way of thinking,idea,你有什麼好的想法嗎？,Nǐ yǒu shéme hǎo de xiǎngfǎ ma?,¿Tienes alguna buena idea/pensamiento?,0,Book3_Lesson10
3a3ae1hr5p9a,主管,主管,zhǔguǎn,supervisor,supervisor,他是我們部門的主管。,Tā shì wǒmen bùmén de zhǔguǎn.,Él es el supervisor/jefe de nuestro departamento.,0,Book3_Lesson10
4b4bf2is6qab,適合,适合,shìhé,be suitable; appropriate,adecuado,這份工作不適合你。,Zhè fèn gōngzuò bú shìhé nǐ.,Este trabajo no es adecuado para ti.,0,Book3_Lesson10
5c5c03jt7rbc,小吃,小吃,xiǎochī,snacks,tentempiés,台灣的小吃很有名。,Táiwān de xiǎochī hěn yǒumíng.,Los snacks/comida callejera de Taiwán son muy famosos.,0,Book3_Lesson10
6d6d14ku8scd,友善,友善,yǒushàn,kind; friendly,amable,這裡的人都非常友善。,Zhèlǐ de rén dōu fēicháng yǒushàn.,La gente de aquí es muy amigable.,0,Book3_Lesson10
7e7e25lv9tde,沒錯,没错,méicuò,that’s right; correct,correcto,沒錯，這就是我要找的東西。,"Méicuò, zhè jiùshì wǒ yào zhǎo de dōngxī.","Exacto, esto es justo lo que estaba buscando.",0,Book3_Lesson10
8f8f36mw0uef,外國人,外国人,wàiguó rén,foreigner,extranjero,學校裡有很多外國人。,Xuéxiào lǐ yǒu hěnduō wàiguórén.,Hay muchos extranjeros en la escuela.,0,Book3_Lesson10
9090477x1v00,放,放,fàng,put; place; let go,poner; soltar,請把書放回書架上。,Qǐng bǎ shū fàng huí shūjià shàng.,"Por favor, pon el libro de nuevo en la estantería.",0,Book3_Lesson10
